Compound_ID,MW,LogP,HBD,HBA,Predicted_dG,Lipinski_Violations,Drug_Like,Binding_Category
VL_0629,405.57249122886947,3.101783265791105,0,5,-7.459160061188812,0,True,Moderate
VL_0630,509.41915184709484,4.27916051268333,3,5,-9.811830452380953,1,True,Strong
VL_0631,230.75353702851805,3.7270992259417124,1,6,-6.789320210900206,0,True,Weak
VL_0632,552.9550319460614,1.7304650175136898,0,2,-9.217209999999989,1,True,Strong
VL_0633,384.19921014210104,2.034675251523807,2,4,-7.891346091852596,0,True,Moderate
VL_0634,357.311893005258,4.544941226371742,3,7,-7.924541641636146,0,True,Moderate
VL_0635,298.78956247398327,2.497837001840189,1,3,-6.980419204045957,0,True,Weak
VL_0636,234.51433281342307,2.394527305137005,5,6,-7.608668244810746,0,True,Moderate
VL_0637,482.31705839619144,1.5673161309759704,3,2,-8.447025222222214,0,True,Moderate
VL_0638,407.3317967188404,3.6353985983901915,3,8,-7.915888621794874,0,True,Moderate
VL_0639,271.0039100258946,6.093787378864717,4,10,-7.838300661477413,1,True,Moderate
VL_0640,270.4921227936384,1.3987006286185908,1,5,-7.664621526695534,0,True,Moderate
VL_0641,366.42153007098716,3.036329185009137,2,4,-7.853785675185926,0,True,Moderate
VL_0642,566.9021525289393,5.118330833123144,2,4,-10.281288015873013,2,False,Strong
VL_0643,374.0408648636395,2.8805379131314273,2,8,-7.984480310106565,0,True,Moderate
VL_0644,249.6857046881894,3.678557694374601,2,9,-7.358907385503386,0,True,Moderate
VL_0645,375.42569359140555,1.4064097077796804,3,7,-8.105343829365085,0,True,Moderate
VL_0646,372.72764302523296,3.642460645811473,3,7,-8.002639574175827,0,True,Moderate
VL_0647,150.0,2.719283602493177,2,3,-5.036140000000007,0,True,Weak
VL_0648,394.57051334821875,4.478594993519795,3,8,-8.047468498779002,0,True,Moderate
VL_0649,376.9065469791322,4.781079077347127,1,7,-7.616985544233547,0,True,Moderate
VL_0650,469.6206364813418,6.884345463027921,3,2,-8.555190785714277,1,True,Moderate
VL_0651,584.8956094945345,3.8694497598203634,5,5,-10.732668095238095,1,True,Strong
VL_0652,512.6565029547758,3.48869447487325,0,7,-9.864380904761907,1,True,Strong
VL_0653,373.11113094451696,3.2915764523660043,1,6,-7.506620619630369,0,True,Moderate
VL_0654,289.347409125833,2.4702505607839678,2,1,-7.344253189255194,0,True,Moderate
VL_0655,657.335980324986,3.5077257651925366,0,3,-10.528933095238092,1,True,Strong
VL_0656,405.9218434014488,2.556897884791456,2,4,-7.887436510683759,0,True,Moderate
VL_0657,401.3929291912946,3.2526914644044216,0,4,-7.425001333916084,0,True,Moderate
VL_0658,397.5874912889997,4.976396303411939,2,3,-7.491511113858368,0,True,Moderate
VL_0659,419.8084760767855,1.4901861520805384,1,7,-7.519233099206349,0,True,Moderate
VL_0660,385.56395880760573,4.709817841693568,3,9,-8.037174276556781,0,True,Moderate
VL_0661,342.63379931197636,4.975672601009798,2,4,-7.837549385503389,0,True,Moderate
VL_0662,345.31410587596076,2.822897209513382,5,3,-7.02783263369964,0,True,Moderate
VL_0663,396.7246729784002,-0.18278234851289188,3,4,-7.9790581468254,0,True,Moderate
VL_0664,345.6575228866235,2.0882670193583515,1,4,-6.966402107725613,0,True,Weak
VL_0665,328.7154217322836,4.9454918198416635,1,6,-7.436550151376403,0,True,Moderate
VL_0666,410.64302276918966,2.965697906551677,3,3,-7.565375427350431,0,True,Moderate
VL_0667,374.5022782579145,1.5010466515576337,0,10,-7.402405510822513,0,True,Moderate
VL_0668,550.3992988582688,2.242837618157674,0,5,-9.33754999999999,1,True,Strong
VL_0669,150.0,4.260930039756829,1,5,-5.348380214285718,0,True,Weak
VL_0670,509.15068519224616,3.820100352302069,1,3,-9.850360534632033,1,True,Strong
VL_0671,524.6085192497629,2.6416018512454587,2,2,-9.472900888888883,1,True,Strong
VL_0672,192.66097675918505,2.4497633822779687,4,7,-5.847905000000001,0,True,Weak
VL_0673,365.7312405919651,2.412362776434267,2,5,-8.012030341852594,0,True,Moderate
VL_0674,362.85591340042083,1.6163847232522461,6,4,-7.785307119047621,1,True,Moderate
VL_0675,259.24883052821787,5.423063534204163,1,6,-7.202790254551004,1,True,Moderate
VL_0676,322.21833124091245,2.5165192961829903,2,5,-8.014175651376402,0,True,Moderate
VL_0677,288.94241545341714,4.825737781238245,1,4,-7.439960818043071,0,True,Moderate
VL_0678,575.2270443423622,5.281974077883677,3,7,-10.271230412698412,2,False,Strong
VL_0679,493.5678393147461,4.49746634722194,3,4,-9.029844047619044,0,True,Strong
VL_0680,527.1555094994159,2.3525695309229273,2,2,-8.99092588888888,1,True,Moderate
VL_0681,472.1672064043235,3.605595135504914,4,3,-8.690734984126978,0,True,Moderate
VL_0682,287.0948228782771,2.9637065904136257,2,8,-7.961301214868467,0,True,Moderate
VL_0683,347.5479733720226,1.6444472089048077,3,5,-7.7151292222222265,0,True,Moderate
VL_0684,448.9374561227918,3.4865389225824046,2,6,-8.778576753968247,0,True,Moderate
VL_0685,277.7872191108055,1.2314403132602962,2,2,-7.360309944444453,0,True,Moderate
VL_0686,471.2998430172388,4.781519082692346,1,3,-8.3888950108225,0,True,Moderate
VL_0687,375.9674601841865,2.30307405405241,3,3,-7.419524713064718,0,True,Moderate
VL_0688,362.5179192450403,3.301739483809259,3,7,-7.940527836080589,0,True,Moderate
VL_0689,471.0959968203491,3.424931807319213,2,5,-8.693211198412694,0,True,Moderate
VL_0690,444.426331148604,2.611642539443884,0,2,-8.254950113997104,0,True,Moderate
VL_0691,363.903383418092,3.880040702212912,1,2,-6.92964795404596,0,True,Weak
VL_0692,515.9329803364249,2.2876445150662135,1,7,-8.945213071428563,1,True,Moderate
VL_0693,291.89366724001025,4.306945946185866,5,8,-8.14074656623932,0,True,Moderate
VL_0694,461.5935606944264,0.9810304796298772,1,4,-8.3682645079365,0,True,Moderate
VL_0695,459.3101257968384,3.1895693693196177,3,4,-8.645745920634916,0,True,Moderate
VL_0696,369.045356068601,5.908393498587428,2,4,-7.572206627566877,1,True,Moderate
VL_0697,432.6133022242118,1.4995030130916378,3,3,-8.413605777777768,0,True,Moderate
VL_0698,274.8886423614697,1.9833825442127226,4,4,-8.018349261904767,0,True,Moderate
VL_0699,492.4027019206901,3.7708617744883726,3,6,-9.225077388888888,0,True,Strong
VL_0700,381.50978635570107,3.269372672909397,3,5,-8.192296272588525,0,True,Moderate
VL_0701,347.7276979480961,3.525945148910339,2,5,-7.730721794233548,0,True,Moderate
VL_0702,504.90092258368895,3.7337806952214954,3,3,-9.933034746031746,1,True,Strong
VL_0703,329.5656309457241,3.952082202842655,2,6,-7.901457389471642,0,True,Moderate
VL_0704,259.15387036364405,4.664549762934335,2,4,-7.768337786297037,0,True,Moderate
VL_0705,244.33708264760963,3.614727985392769,5,2,-7.2168128162393135,0,True,Moderate
VL_0706,460.60099513456396,2.638113518072186,4,5,-8.685435341269834,0,True,Moderate
VL_0707,271.9570647503717,4.008860551804097,1,7,-7.42272422677323,0,True,Moderate
VL_0708,575.4794181984364,5.849822902342823,2,8,-10.140389968253965,2,False,Strong
VL_0709,191.8070592116278,2.80104938042614,3,0,-5.264180000000005,0,True,Weak
VL_0710,569.6456368290038,1.5382060429940378,2,5,-9.39533999999999,1,True,Strong
VL_0711,421.1017467202618,4.660621003930459,2,4,-7.827785411477412,0,True,Moderate
VL_0712,390.32868881296076,2.8194282540696025,0,6,-7.4769368339160875,0,True,Moderate
VL_0713,345.508091319105,-0.25900431902105403,3,4,-7.565560194444451,0,True,Moderate
VL_0714,439.9136114352071,4.271132515725633,2,7,-8.610749174603166,0,True,Moderate
VL_0715,396.23652975751514,2.1970077210691157,3,2,-7.402004713064718,0,True,Moderate
VL_0716,510.33018820165216,2.8642000765437587,2,3,-9.599416722222221,1,True,Strong
VL_0717,411.422764866204,3.497970495853522,3,3,-7.610698403540905,0,True,Moderate
VL_0718,415.0301761461878,3.2857495196685997,2,5,-7.969344486874237,0,True,Moderate
VL_0719,363.63877877861444,4.064177725708559,2,6,-7.8585465799478325,0,True,Moderate
VL_0720,394.30543762789324,2.346770444145235,2,9,-7.7689078021700535,0,True,Moderate
VL_0721,430.7801768892059,3.769658697264124,3,6,-8.698503792429785,0,True,Moderate
VL_0722,228.98316073433745,2.610679983624124,2,7,-7.2568680759795745,0,True,Moderate
VL_0723,265.1814577894287,4.108215721331255,1,2,-7.13196491833167,0,True,Moderate
VL_0724,474.3264094022715,3.92305122601958,1,2,-8.453831891774884,0,True,Moderate
VL_0725,417.08654381279416,1.596841946933107,3,8,-7.92027773809524,0,True,Moderate
VL_0726,381.60166636473207,4.628973174262549,0,8,-7.537566925185929,0,True,Moderate
VL_0727,401.8433933065393,2.1960548323289277,0,8,-7.3164082862970385,0,True,Moderate
VL_0728,434.7581705361671,4.212086697421718,3,7,-8.564559174603167,0,True,Moderate
VL_0729,346.02403196906386,3.550930970102011,2,6,-7.753301794233547,0,True,Moderate
VL_0730,322.16952745976874,5.757275515192684,2,2,-7.331883367826619,1,True,Moderate
VL_0731,419.5845255097681,2.664801026442222,0,7,-7.356660275474525,0,True,Moderate
VL_0732,302.1627222384968,2.476024805822704,2,6,-8.03059231804307,0,True,Moderate
VL_0733,440.8252755714472,2.970870591168401,1,5,-8.582788828282819,0,True,Moderate
VL_0734,229.74163957621596,2.545230325748587,2,6,-7.3021970759795725,0,True,Moderate
VL_0735,502.91556373256435,4.199912852913075,3,4,-9.820975452380953,1,True,Strong
VL_0736,447.2597482413043,0.575534087345118,1,4,-8.459674507936498,0,True,Moderate
VL_0737,425.60297343138757,1.419476371280469,5,4,-7.948911924603176,0,True,Moderate
VL_0738,498.2690983945514,1.3982956176312102,1,5,-8.900827571428565,0,True,Moderate
VL_0739,566.5474444462577,4.425461387960364,2,4,-10.309388849206348,1,True,Strong
VL_0740,501.437006501813,5.565920058872888,2,7,-9.725379420634917,2,False,Strong
VL_0741,215.91257686683548,2.843326172193793,1,2,-5.956114779442779,0,True,Weak
VL_0742,272.0423033264299,2.746767415214984,3,4,-8.143900939255191,0,True,Moderate
VL_0743,337.5181422304321,3.1050782446697722,1,1,-6.8862116207126265,0,True,Weak
VL_0744,402.6091050210834,4.742817453912286,1,6,-7.6404252109002115,0,True,Moderate
VL_0745,451.7659020469123,1.608970298714139,1,1,-8.285837174603165,0,True,Moderate
VL_0746,327.42561868465344,3.3575534741021777,1,6,-7.42880156010656,0,True,Moderate
VL_0747,418.67667644770785,4.462796444673645,4,6,-8.170615022588523,0,True,Moderate
VL_0748,324.4617067646677,3.7516412549097677,0,0,-6.986016846903101,0,True,Weak
VL_0749,338.8482197008052,3.284372424898115,1,6,-7.457732714868468,0,True,Moderate
VL_0750,259.33389031517777,4.501569138850712,1,1,-7.062003112776114,0,True,Moderate
VL_0751,307.6766753889096,-1.0548484394988558,1,4,-7.593339193362202,0,True,Moderate
VL_0752,264.83153943836663,4.016812979296361,1,6,-7.392781726773228,0,True,Moderate
VL_0753,302.4126747022667,2.0188864753088644,1,7,-7.419404286297038,0,True,Moderate
VL_0754,505.364179660784,0.25405065471531474,0,6,-8.976660571428562,1,True,Moderate
VL_0755,305.06011111680573,3.766803899287471,3,3,-7.485613927350431,0,True,Moderate
VL_0756,663.2382064837391,5.060487817744437,0,7,-10.255822388888884,2,False,Strong
VL_0757,449.33179008808895,2.793827228058462,3,6,-8.872634777777769,0,True,Moderate
VL_0758,418.4836123694874,4.429311820804408,1,5,-7.489311346903097,0,True,Moderate
VL_0759,314.16422198187865,5.418417386982968,6,7,-7.961121526556777,2,False,Moderate
VL_0760,470.03098794089914,4.972371680376071,1,4,-8.413620725108215,0,True,Moderate
VL_0761,342.4362173762226,5.459946794057089,2,7,-7.727998214868466,1,True,Moderate
VL_0762,412.20098146453614,4.113191236607838,1,1,-7.20793035880786,0,True,Moderate
VL_0763,656.0084538268795,3.113150458352389,1,2,-10.304186666666666,1,True,Strong
VL_0764,390.394010027535,0.5970512821542471,4,2,-7.4600800079365115,0,True,Moderate
VL_0765,514.9273326285676,2.630906267805077,1,6,-9.360738071428566,1,True,Strong
VL_0766,329.68235748741125,1.7351301070257124,2,8,-7.7734284978355,0,True,Moderate
VL_0767,396.50115095030384,6.25641407624672,3,6,-7.882107248778998,1,True,Moderate
VL_0768,577.080063563551,2.736171281351495,0,0,-10.06848,1,True,Strong
VL_0769,337.30329422122327,3.1848072101767286,1,10,-7.413185214868467,0,True,Moderate
VL_0770,581.2448557996929,3.8272280640607015,1,2,-10.571004761904758,1,True,Strong
VL_0771,470.77519354554755,3.0654036695586804,1,5,-8.49051843939393,0,True,Moderate
VL_0772,343.7533224105732,5.542576560646129,3,8,-7.936624836080588,1,True,Moderate
VL_0773,463.2407739055521,2.066025957398322,1,5,-8.356497439393928,0,True,Moderate
VL_0774,497.255444962673,3.291911182855864,2,4,-9.609144388888888,0,True,Strong
VL_0775,462.1809962217196,1.8862941214529276,3,3,-8.411477444444436,0,True,Moderate
VL_0776,242.97752801095436,1.0199662331689412,1,7,-7.014707558441562,0,True,Moderate
VL_0777,327.2862824175131,2.082346363642072,2,7,-7.837475869630371,0,True,Moderate
VL_0778,375.24813644484954,2.944444804427382,3,3,-7.5408897130647174,0,True,Moderate
VL_0779,392.5566570899954,2.35604666322411,1,3,-6.9524382635697695,0,True,Weak
VL_0780,462.0672097550678,1.961368530189216,2,2,-8.377267444444435,0,True,Moderate
VL_0781,417.77010009332537,0.8905238044922492,3,2,-7.443026944444447,0,True,Moderate
VL_0782,266.46556412898985,2.875341641056958,2,7,-7.954071214868467,0,True,Moderate
VL_0783,438.0197851005963,0.7429194389534968,0,4,-8.3812485079365,0,True,Moderate
VL_0784,461.05857452838234,4.140083945534403,3,1,-8.572428063492056,0,True,Moderate
VL_0785,455.979044793104,3.123659629401755,2,3,-8.61497577777777,0,True,Moderate
VL_0786,508.0780725554622,0.813672750802604,2,10,-8.598690134920627,1,True,Moderate
VL_0787,483.3922154548904,2.536186384425205,0,3,-8.224887891774884,0,True,Moderate
VL_0788,445.9180079228437,1.8717653916141253,1,6,-8.45009966161615,0,True,Moderate
VL_0789,392.9834288541353,3.4787617656287706,0,4,-7.3743613339160845,0,True,Moderate
VL_0790,233.90390664840086,5.0106756690347165,1,5,-6.918994016455766,1,True,Weak
VL_0791,442.9618219132586,0.18724129553138313,1,3,-8.311890507936498,0,True,Moderate
VL_0792,420.7687687163111,3.172539118721126,2,7,-7.839452788461539,0,True,Moderate
VL_0793,427.1578837195373,2.7598008066500395,3,5,-8.132473594017092,0,True,Moderate
VL_0794,272.32514241796906,4.0070101146756985,3,2,-7.579693927350431,0,True,Moderate
VL_0795,291.89434595917373,3.3197949423565336,2,6,-7.978360056138309,0,True,Moderate
VL_0796,505.3152853332904,1.8720460023917713,2,3,-8.957572555555547,1,True,Moderate
VL_0797,396.0444846143345,2.5214190965000727,4,2,-7.570603490842496,0,True,Moderate
VL_0798,468.15006973726247,1.8059612147947663,1,7,-8.311687487012977,0,True,Moderate
VL_0799,402.8318376130461,4.614010707897897,3,6,-8.2242801971917,0,True,Moderate
VL_0800,402.9756139495745,3.031967473007913,3,3,-7.463275427350434,0,True,Moderate
VL_0801,493.8283805975998,5.851786028629511,4,5,-9.022004738095232,1,True,Strong
VL_0802,348.3955271782626,2.909008779278069,2,7,-7.650902952963706,0,True,Moderate
VL_0803,409.61207769409833,1.9373898496343058,4,4,-7.889955119047621,0,True,Moderate
VL_0804,353.7724711294958,0.7294284110807592,3,4,-7.649080194444452,0,True,Moderate
VL_0805,356.55037725676846,0.2952904856160825,2,3,-6.791318277777788,0,True,Weak
VL_0806,369.08278765313605,0.6237960854917652,3,6,-8.096136146825401,0,True,Moderate
VL_0807,422.21337716337126,3.400689976517225,2,4,-7.821634486874237,0,True,Moderate
VL_0808,352.1251378336523,3.763087534844901,2,5,-7.788151794233547,0,True,Moderate
VL_0809,525.5756125573521,0.6282139469517998,4,7,-9.116859190476182,1,True,Strong
VL_0810,310.53926977804963,4.342557471114173,4,4,-8.109971455128207,0,True,Moderate
VL_0811,381.3128355838641,2.2754084224748405,1,3,-6.947588263569769,0,True,Weak
VL_0812,356.0268941725825,3.220189517978324,1,1,-6.73541795404596,0,True,Weak
VL_0813,544.6977884353732,5.418330942383136,0,5,-10.341623253968251,2,False,Strong
VL_0814,419.65547765115747,4.345258973798298,3,8,-7.926671907509159,0,True,Moderate
VL_0815,503.18445394686347,2.5972040281412516,1,5,-9.345125344155838,1,True,Strong
VL_0816,251.4439626963028,1.663211661877069,6,5,-7.585705456349208,1,True,Moderate
VL_0817,426.7050265869259,-0.2277231019939574,1,3,-7.131610444444445,0,True,Moderate
VL_0818,488.9630795623437,1.9212700211363698,1,3,-8.325077225108217,0,True,Moderate
VL_0819,408.2283989275424,2.6833046417584585,3,6,-8.153522344017093,0,True,Moderate
VL_0820,506.54803750653514,1.519230709273224,3,5,-9.128461722222214,1,True,Strong
VL_0821,348.2711549899628,2.803114549361543,0,7,-7.002110762487518,0,True,Moderate
VL_0822,540.9347440185579,3.1152778244381523,2,6,-10.402653333333335,1,True,Strong
VL_0823,629.889812361925,2.6627160272878823,1,8,-9.797675444444442,1,True,Strong
VL_0824,363.7161439560341,2.02499612876481,3,8,-7.818658014652016,0,True,Moderate
VL_0825,355.4497478599228,3.2529820079500915,1,8,-7.315426381535133,0,True,Moderate
VL_0826,545.3384477117701,3.6629109743541135,3,9,-10.107237051282052,1,True,Strong
VL_0827,557.9572145730713,1.364401383835731,5,5,-9.256816666666657,1,True,Strong
VL_0828,347.71399728467316,5.116398569619405,0,3,-6.680696259601516,1,True,Weak
VL_0829,357.98131829041426,2.8521178015736073,1,4,-7.1488270482018015,0,True,Moderate
VL_0830,371.82153911394926,3.0282744344172716,2,5,-7.976690341852593,0,True,Moderate
VL_0831,265.5549488965723,4.062321634884835,1,6,-7.406354226773228,0,True,Moderate
VL_0832,308.1348053515802,3.3498241968952525,5,7,-8.182584899572651,0,True,Moderate
VL_0833,299.5859233247932,4.429704950869867,1,4,-7.414443179154182,0,True,Moderate
VL_0834,323.2202434895872,3.4306862478027362,3,6,-8.16698401068376,0,True,Moderate
VL_0835,396.5315112613219,2.081343938039343,2,13,-7.389925143439898,1,True,Moderate
VL_0836,423.4214732536521,3.5422552878091524,2,3,-7.516565903540907,0,True,Moderate
VL_0837,555.0500492814077,1.2844106890190075,0,7,-9.315224999999991,1,True,Strong
VL_0838,300.1645959261209,3.1628395586647846,2,7,-7.90508835772561,0,True,Moderate
VL_0839,498.43223984765837,2.950155014033309,2,2,-9.45948038888889,0,True,Strong
VL_0840,378.6011155774491,2.6878247140911906,4,5,-8.292862074175828,0,True,Moderate
VL_0841,395.0536290347567,2.807193732841604,0,2,-6.919816906426913,0,True,Weak
VL_0842,467.4819492166604,0.17722643175354147,3,4,-8.631297555555548,0,True,Moderate
VL_0843,287.72779784377013,2.1769126383885578,3,3,-7.371233689255195,0,True,Moderate
VL_0844,438.24097461840506,3.139267351711672,3,3,-8.68725577777777,0,True,Moderate
VL_0845,416.6452208213056,3.2397845879961005,2,1,-7.480708760683763,0,True,Moderate
VL_0846,449.2451264008149,1.458487288611063,0,7,-8.285217222222215,0,True,Moderate
VL_0847,428.9168643907818,4.898561761297051,2,4,-8.502474578144072,0,True,Moderate
VL_0848,645.5300139910894,1.7007377276782487,2,9,-9.134822666666658,1,True,Strong
VL_0849,336.2260015748684,4.454185800790105,1,4,-7.35548930613831,0,True,Moderate
VL_0850,346.9003044998182,3.640791542807527,0,6,-7.183102762487514,0,True,Moderate
VL_0851,337.68594735752356,2.0306590352342955,0,3,-6.568123561188818,0,True,Weak
VL_0852,344.4522880839745,5.662966338914268,1,8,-7.067138952963705,1,True,Moderate
VL_0853,336.26128726934826,1.20954475236528,0,6,-7.3888299909812485,0,True,Moderate
VL_0854,518.9016531107552,4.378731260415002,2,5,-10.025492999999997,1,True,Strong
VL_0855,542.0504247989854,4.500873477064467,1,3,-10.259290753968251,1,True,Strong
VL_0856,342.9253706250524,1.9940696863850327,3,11,-7.479499059523814,1,True,Moderate
VL_0857,316.7644426895771,5.088697950096494,1,7,-7.461982818043072,1,True,Moderate
VL_0858,447.1415556386404,2.624930228101571,1,6,-8.461756328282817,0,True,Moderate
VL_0859,344.7776955719029,3.4330404439197855,6,6,-7.970132526556778,1,True,Moderate
VL_0860,463.2931817755511,3.390482758156831,3,6,-8.730489531746029,0,True,Moderate
VL_0861,420.29230208512996,2.798536887794178,1,6,-7.556582227855476,0,True,Moderate
VL_0862,248.4255885002768,4.216212409739673,1,5,-6.97975971090021,0,True,Weak
VL_0863,554.7505201330061,4.190233080828319,4,8,-10.144444373015872,1,True,Strong
VL_0864,579.5877673095522,0.37720204014272873,3,6,-9.351331666666658,1,True,Strong
VL_0865,338.72113095156135,4.956510364317229,0,8,-7.415941020424025,0,True,Moderate
VL_0866,361.2298440064016,0.5062620179464883,0,13,-6.788200193362201,1,True,Weak
VL_0867,428.5865390724905,4.5488193065124864,3,4,-8.58065374481074,0,True,Moderate
VL_0868,433.4456789987025,4.690057705241375,3,1,-8.50172389682539,0,True,Moderate
VL_0869,465.85442726728303,1.3635503546772028,4,4,-8.654681174603166,0,True,Moderate
VL_0870,601.020453876635,2.3837785680681227,2,2,-9.44795666666666,1,True,Strong
VL_0871,382.30527725059505,1.3414429972710964,1,7,-7.624344657647912,0,True,Moderate
VL_0872,320.17027554615464,2.677618454566897,4,4,-8.201170383699635,0,True,Moderate
VL_0873,262.06807719854726,2.5379485737213883,2,5,-7.969647595820848,0,True,Moderate
VL_0874,326.9069960058081,4.169490798404009,1,8,-7.432412512487516,0,True,Moderate
VL_0875,396.6873027126203,4.965463119179413,2,6,-8.053618909312911,0,True,Moderate
VL_0876,579.4557863517788,5.093525716184934,2,5,-10.349972777777776,2,False,Strong
VL_0877,348.23887009638287,2.156747960132547,2,2,-6.843054260683768,0,True,Weak
VL_0878,422.37879516388983,2.6861671893832084,1,6,-7.5884438945221415,0,True,Moderate
VL_0879,398.3577103927248,0.4748427116685745,0,5,-7.437058324314579,0,True,Moderate
VL_0880,518.8393273448085,1.7911949002557168,3,6,-9.148294222222214,1,True,Strong
VL_0881,652.6932425873622,4.447277449646187,4,3,-10.219611777777779,1,True,Strong
VL_0882,346.91312270796794,5.423374235322347,6,6,-7.740837248778999,2,False,Moderate
VL_0883,351.05605574817776,1.1484766921801168,4,6,-7.936832972222228,0,True,Moderate
VL_0884,504.4160877069072,2.1113036112706585,2,4,-9.055562555555547,1,True,Strong
VL_0885,468.1891489626311,2.9603913645616093,1,7,-8.415880939393931,0,True,Moderate
VL_0886,584.6707325736033,3.4202417382294104,4,4,-10.674405000000002,1,True,Strong
VL_0887,458.3928185325964,1.7855947201175308,2,0,-8.371630301587293,0,True,Moderate
VL_0888,364.070790921294,3.6360915666961344,3,9,-7.8280916138583665,0,True,Moderate
VL_0889,459.06548306923094,2.2892409793936257,2,1,-8.357520301587293,0,True,Moderate
VL_0890,510.8703580582908,2.9783215936825815,3,6,-9.765725888888891,1,True,Strong
VL_0891,482.0482181197364,3.8194263720055495,0,4,-8.483710939393934,0,True,Moderate
VL_0892,450.72740311072977,3.0096334047164066,2,5,-8.852348111111104,0,True,Moderate
VL_0893,506.6674689589154,2.345421164210147,2,6,-9.071925055555548,1,True,Strong
VL_0894,516.9295590445672,2.8355852941112536,2,8,-9.550043023809526,1,True,Strong
VL_0895,538.2158991037527,2.867455561191997,3,4,-10.384708333333336,1,True,Strong
VL_0896,464.87098875896424,2.4449834551768084,2,5,-8.604366722222215,0,True,Moderate
VL_0897,383.28819196831455,2.6118059059993466,2,10,-7.911769802170056,0,True,Moderate
VL_0898,414.6713686433323,5.3979707557570755,3,5,-7.832314439255186,1,True,Moderate
VL_0899,520.6508966508356,3.841379171911858,5,7,-10.239396777777777,1,True,Strong
VL_0900,318.30643290127637,2.5567795229562593,3,6,-8.27275893925519,0,True,Moderate
VL_0901,436.8673308872901,4.045431606766103,0,4,-8.508365923520914,0,True,Moderate
VL_0902,360.6661187672639,2.499270765365985,2,3,-6.943441546398054,0,True,Weak
VL_0903,402.8744822934818,4.759686956379962,3,5,-8.167110197191699,0,True,Moderate
VL_0904,527.8451862607299,3.554463288297141,2,4,-10.269975222222223,1,True,Strong
VL_0905,419.10990680199035,2.839046783993657,3,4,-7.949627344017094,0,True,Moderate
VL_0906,404.64365481561487,3.6715753887154166,2,5,-7.900079153540905,0,True,Moderate
VL_0907,264.0143859020081,0.6436857718972511,0,2,-6.835366972222231,0,True,Weak
VL_0908,474.62535660272204,1.309848796635292,2,7,-8.466686571428564,0,True,Moderate
VL_0909,464.54841811410756,1.209112490401417,1,3,-8.234238285714277,0,True,Moderate
VL_0910,616.3254723305461,3.21441464214556,2,5,-10.495259999999998,1,True,Strong
VL_0911,369.2221765046999,5.598772499227637,2,6,-7.798817437090686,1,True,Moderate
VL_0912,421.9150327663939,6.346950219288948,4,8,-7.698516597985348,1,True,Moderate
VL_0913,424.9383683710755,3.9570766521611356,0,5,-7.454272727855478,0,True,Moderate
VL_0914,557.7453279763474,3.7512667124166854,2,3,-10.606481428571426,1,True,Strong
VL_0915,390.4704467613048,0.29841339877089146,0,3,-6.847351111111118,0,True,Weak
VL_0916,427.9021525770339,2.185989300398967,0,5,-7.396033192141192,0,True,Moderate
VL_0917,460.78965097165394,1.8183243721376416,1,7,-8.2752837092352,0,True,Moderate
VL_0918,418.6609123156358,2.068728602623326,2,5,-7.928575260683761,0,True,Moderate
VL_0919,355.35663854494715,2.7477842721228156,0,5,-7.062055167249422,0,True,Moderate
VL_0920,419.4089992898308,2.291864133454309,1,10,-7.3535956802364275,0,True,Moderate
VL_0921,507.3631749859772,0.03105028443631852,4,2,-8.958618555555548,1,True,Moderate
VL_0922,297.348470058894,4.121865384176301,3,6,-8.169947629731382,0,True,Moderate
VL_0923,413.29696741468763,1.3908854613902903,4,7,-7.975282607142857,0,True,Moderate
VL_0924,329.9879185060827,3.3588702961667245,2,4,-7.889765056138309,0,True,Moderate
VL_0925,519.5046628924842,6.11112400462496,2,11,-9.486235745726495,3,False,Strong
VL_0926,247.68130952162252,1.620923112620365,2,5,-7.353024501803751,0,True,Moderate
VL_0927,344.10781527284115,-0.7954312841194948,1,4,-7.353911276695534,0,True,Moderate
VL_0928,437.7211875064521,2.5709936671798337,1,1,-8.271152542568531,0,True,Moderate
VL_0929,556.5524029234341,4.651439452497857,1,11,-9.910736067155065,2,False,Strong
VL_0930,393.42497389270125,5.937521181330891,1,3,-7.0591315611888135,1,True,Moderate
VL_0931,344.4800473306802,1.1556756083213746,3,2,-6.849320777777787,0,True,Weak
VL_0932,588.115706944059,3.7450488348547823,2,7,-10.609214063492066,1,True,Strong
VL_0933,255.1986099583756,2.3020343148299203,2,5,-7.756913790265291,0,True,Moderate
VL_0934,180.1194043379918,2.8410774685437965,2,1,-5.218070000000004,0,True,Weak
VL_0935,444.00144500533327,6.966515020525552,0,6,-8.439072177489166,1,True,Moderate
VL_0936,349.7945775647389,0.7455445074072702,1,4,-7.137201276695534,0,True,Moderate
VL_0937,297.8767182869287,3.3806094922418604,4,9,-8.143609034493288,0,True,Moderate
VL_0938,470.8356447299353,3.70153975764815,2,4,-8.67022536507936,0,True,Moderate
VL_0939,424.38007137711986,4.628679487409021,4,9,-7.926037101953604,0,True,Moderate
VL_0940,343.59213692632716,3.146974730206343,4,5,-8.252648717032967,0,True,Moderate
VL_0941,271.9695601329106,3.4620758092561537,2,2,-7.485353427350431,0,True,Moderate
VL_0942,487.24573282801447,2.4125271488673135,1,8,-8.333342153679645,0,True,Moderate
VL_0943,465.0201177958661,3.403690411867661,3,2,-8.54529636507936,0,True,Moderate
